;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;05/01/2022;0,1788;JRS CAP PROPRIO;31/12/2022 ;1
1;03/12/2021;0,3839;DIVIDENDO;22/12/2021 ;1
2;05/07/2021;0,1723;JRS CAP PROPRIO;26/08/2021 ;1
3;09/04/2021;1,3311;DIVIDENDO;- ;1
4;09/04/2021;0,1839;DIVIDENDO;- ;1
5;06/01/2021;0,3248;JRS CAP PROPRIO;30/04/2021 ;1
6;31/07/2020;0,0284;DIVIDENDO;10/12/2020 ;1
7;06/01/2020;0,1529;JRS CAP PROPRIO;30/06/2020 ;1
8;03/07/2019;0,1913;JRS CAP PROPRIO;- ;1
9;17/04/2019;0,9200;DIVIDENDO;- ;1
10;04/01/2019;0,1696;JRS CAP PROPRIO;29/03/2019  ;1
11;03/07/2018;0,1742;JRS CAP PROPRIO;31/12/2018 ;1
12;27/03/2018;0,3873;DIVIDENDO;31/12/2018 ;1
13;08/12/2017;0,0580;JRS CAP PROPRIO;- ;1
14;20/09/2017;0,3474;DIVIDENDO;- ;1
15;20/09/2017;0,1133;JRS CAP PROPRIO;- ;1
16;05/07/2017;0,1830;JRS CAP PROPRIO;- ;1
17;14/03/2017;0,4089;DIVIDENDO;- ;1
18;14/03/2017;0,0019;DIVIDENDO;- ;1
19;20/12/2016;0,0915;JRS CAP PROPRIO;- ;1
20;06/10/2016;0,0915;JRS CAP PROPRIO;- ;1
21;06/09/2016;0,2141;DIVIDENDO;- ;1
22;04/08/2016;0,1830;JRS CAP PROPRIO;- ;1
23;26/04/2016;0,5921;DIVIDENDO;- ;1
24;30/09/2015;0,3515;DIVIDENDO;- ;1
25;30/09/2015;0,2150;JUROS;- ;1
26;19/06/2015;0,0654;DIVIDENDO;- ;1
27;22/04/2015;0,4930;Dividendo;- ;1
28;30/12/2014;0,1714;JRS CAP PROPRIO;- ;1
29;22/08/2014;0,3416;DIVIDENDO;- ;1
30;23/05/2014;0,0571;JRS CAP PROPRIO;- ;1
31;24/04/2014;0,7974;DIVIDENDO;- ;1
32;24/04/2014;0,1768;DIVIDENDO;- ;1
33;24/04/2014;0,1371;DIVIDENDO;- ;1
34;24/04/2014;0,0166;DIVIDENDO;- ;1
35;30/12/2013;0,2492;JRS CAP PRÓPRIO;- ;1
36;25/04/2013;0,0924;DIVIDENDO;- ;1
37;28/12/2012;0,2316;JRS CAP PRÓPRIO;- ;1
38;17/04/2012;0,6526;DIVIDENDO;- ;1
39;17/04/2012;0,1952;DIVIDENDO;- ;1
40;29/12/2011;0,0334;JRS CAP PRÓPRIO;- ;1
41;30/09/2011;0,0691;JRS CAP PRÓPRIO;- ;1
42;29/08/2011;0,3812;DIVIDENDO;- ;1
43;30/06/2011;0,0691;JRS CAP PRÓPRIO;- ;1
44;25/04/2011;0,5589;DIVIDENDO;- ;1
45;31/03/2011;0,0691;JRS CAP PRÓPRIO;- ;1
46;30/12/2010;0,0562;JRS CAP PRÓPRIO;- ;1
47;30/09/2010;0,4673;DIVIDENDO;- ;1
48;30/09/2010;0,0562;JRS CAP PRÓPRIO;- ;1
49;30/06/2010;0,0562;JRS CAP PRÓPRIO;- ;1
50;31/03/2010;0,0562;JRS CAP PRÓPRIO;- ;1
51;26/03/2010;0,5767;DIVIDENDO;- ;1
52;18/12/2009;0,0529;JRS CAP PRÓPRIO;- ;1
53;30/09/2009;0,2528;DIVIDENDO;- ;1
54;30/09/2009;0,0713;JRS CAP PRÓPRIO;- ;1
55;29/06/2009;0,0919;JRS CAP PRÓPRIO;- ;1
56;26/03/2009;0,4414;DIVIDENDO;- ;1
57;30/12/2008;0,0513;JRS CAP PRÓPRIO;- ;1
58;31/10/2008;0,4651;DIVIDENDO;- ;1
