;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;05/07/2021;0,0700;JRS CAP PROPRIO;04/04/2022 ;1
1;22/12/2020;0,0200;JRS CAP PROPRIO;31/03/2021 ;1
2;23/03/2020;0,0250;JRS CAP PROPRIO;03/07/2020 ;1
3;27/02/2020;0,0480;DIVIDENDO;03/04/2020 ;1
4;23/09/2019;0,0300;JRS CAP PROPRIO;03/01/2020 ;1
5;25/06/2019;0,0300;JRS CAP PROPRIO;04/10/2019 ;1
6;14/12/2018;0,0900;JRS CAP PROPRIO;01/02/2019 ;1
7;26/02/2018;0,0210;DIVIDENDO;29/03/2018 ;1
8;27/12/2017;0,0185;JRS CAP PROPRIO;- ;1
9;10/11/2016;0,1310;JRS CAP PROPRIO;- ;1
10;22/06/2015;0,0243;JUROS;- ;1
11;23/03/2015;0,0243;Juros;- ;1
12;23/02/2015;0,0339;Dividendo;- ;1
13;22/12/2014;0,0236;JRS CAP PROPRIO;- ;1
14;22/09/2014;0,0175;JRS CAP PROPRIO;- ;1
15;23/06/2014;0,0175;JRS CAP PROPRIO;- ;1
16;21/03/2014;0,0175;JRS CAP PROPRIO;- ;1
17;21/02/2014;0,0750;DIVIDENDO;- ;1
18;23/12/2013;0,0175;JRS CAP PRÓPRIO;- ;1
19;23/09/2013;0,0175;JRS CAP PRÓPRIO;- ;1
20;21/06/2013;0,0350;JRS CAP PRÓPRIO;- ;1
21;21/03/2013;0,0350;JRS CAP PRÓPRIO;- ;1
22;19/12/2012;0,1790;DIVIDENDO;- ;1
23;19/12/2012;0,0360;JRS CAP PRÓPRIO;- ;1
24;21/09/2012;0,0350;JRS CAP PRÓPRIO;- ;1
25;21/06/2012;0,0350;JRS CAP PRÓPRIO;- ;1
26;21/03/2012;0,0350;JRS CAP PRÓPRIO;- ;1
27;09/12/2011;0,2500;DIVIDENDO;- ;1
28;09/12/2011;0,0350;JRS CAP PRÓPRIO;- ;1
29;21/09/2011;0,0290;JRS CAP PRÓPRIO;- ;1
30;21/06/2011;0,0290;JRS CAP PRÓPRIO;- ;1
31;21/03/2011;0,0290;JRS CAP PRÓPRIO;- ;1
32;09/12/2010;0,2344;DIVIDENDO;- ;1
33;09/12/2010;0,0260;JRS CAP PRÓPRIO;- ;1
34;21/09/2010;0,0250;JRS CAP PRÓPRIO;- ;1
35;21/06/2010;0,0500;JRS CAP PRÓPRIO;-  ;1
36;22/03/2010;0,0500;JRS CAP PRÓPRIO;- ;1
37;11/12/2009;0,1330;DIVIDENDO;- ;1
38;11/12/2009;0,0680;JRS CAP PRÓPRIO;- ;1
39;11/12/2009;0,0600;JRS CAP PRÓPRIO;- ;1
40;01/09/2009;0,0600;JRS CAP PRÓPRIO;- ;1
41;12/12/2008;0,1672;JRS CAP PRÓPRIO;- ;1
42;12/12/2008;0,0665;DIVIDENDO;- ;1
43;14/12/2007;0,1810;DIVIDENDO;- ;1
44;14/12/2007;0,1543;JRS CAP PRÓPRIO;- ;1
45;15/12/2006;0,1654;JRS CAP PRÓPRIO;- ;1
46;15/12/2006;0,0600;DIVIDENDO;- ;1
47;16/12/2005;0,3800;JRS CAP PRÓPRIO;- ;1
48;17/12/2004;0,3400;JRS CAP PRÓPRIO;- ;1
49;19/12/2003;0,2760;JRS CAP PRÓPRIO;- ;1
50;31/03/2003;0,0800;JRS CAP PRÓPRIO;- ;1
51;20/12/2002;0,1900;JRS CAP PRÓPRIO;- ;1
52;02/01/2002;0,2607;JRS CAP PRÓPRIO;-  ;1
53;21/12/2000;0,0956;JRS CAP PRÓPRIO;- ;1
54;27/12/1999;0,0495;JRS CAP PRÓPRIO;- ;1
55;30/11/1998;0,1200;JRS CAP PRÓPRIO;- ;1
56;26/10/1998;0,0550;JRS CAP PRÓPRIO;- ;1
57;28/07/1998;0,0880;JRS CAP PRÓPRIO;- ;1
58;11/12/1997;8,0000;JRS CAP PRÓPRIO;- ;1000
59;27/10/1997;13,7500;JRS CAP PRÓPRIO;- ;1000
60;05/02/1997;7,0000;DIVIDENDO;- ;1000
61;05/02/1997;1,5000;DIVIDENDO;- ;1000
