;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;17/08/2021;0,1300;DIVIDENDO;29/09/2021 ;1
1;19/03/2021;0,2200;DIVIDENDO;30/03/2021 ;1
2;18/08/2020;0,0560;DIVIDENDO;26/08/2020 ;1
3;27/02/2020;0,0640;DIVIDENDO;03/04/2020 ;1
4;13/08/2019;0,0560;DIVIDENDO;23/08/2019 ;1
5;22/03/2019;0,0300;DIVIDENDO;10/04/2019 ;1
6;27/02/2019;0,1300;DIVIDENDO;11/03/2019 ;1
7;14/08/2018;0,0560;DIVIDENDO;04/09/2018 ;1
8;28/02/2018;0,1000;DIVIDENDO;08/03/2018 ;1
9;14/08/2017;0,0560;DIVIDENDO;- ;1
10;22/02/2017;0,0572;DIVIDENDO;- ;1
11;17/08/2016;0,0230;DIVIDENDO;- ;1
12;29/02/2016;0,0572;DIVIDENDO;- ;1
13;29/06/2015;0,0820;DIVIDENDO;- ;1
14;30/04/2015;0,1070;Dividendo;- ;1
15;19/08/2014;0,0560;DIVIDENDO;- ;1
16;27/02/2014;0,0820;DIVIDENDO;- ;1
17;09/08/2013;0,0233;DIVIDENDO;- ;1
18;24/05/2013;0,0327;DIVIDENDO;- ;1
19;30/01/2013;0,1030;DIVIDENDO;- ;1
20;09/08/2012;0,0560;DIVIDENDO;- ;1
21;21/03/2012;0,0400;DIVIDENDO;- ;1
22;19/08/2011;0,0560;DIVIDENDO;- ;1
23;02/03/2011;0,0330;DIVIDENDO;- ;1
24;17/09/2010;0,0560;DIVIDENDO;- ;1
25;11/03/2010;0,0330;DIVIDENDO;- ;1
26;22/10/2009;0,0800;DIVIDENDO;- ;1
27;04/09/2008;0,2860;DIVIDENDO;- ;1
28;13/03/2008;0,4400;DIVIDENDO;- ;1
29;23/08/2007;0,3300;DIVIDENDO;- ;1
