;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/03/2021;2,0461;DIVIDENDO;20/04/2021 ;1
1;31/03/2020;0,6358;DIVIDENDO;29/05/2020 ;1
2;31/03/2020;1,1108;DIVIDENDO;25/09/2020 ;1
3;31/03/2020;1,6663;DIVIDENDO;29/05/2020 ;1
4;29/03/2019;1,9913;DIVIDENDO;29/04/2019 ;1
5;29/03/2018;2,8164;DIVIDENDO;27/04/2018 ;1
6;30/03/2017;8,4840;DIVIDENDO;- ;1
7;31/03/2016;5,0624;DIVIDENDO;- ;1
8;31/03/2015;4,5269;Dividendo;- ;1
9;27/03/2014;2,2200;DIVIDENDO;- ;1
10;27/03/2014;1,4500;DIVIDENDO;- ;1
11;02/04/2013;0,4683;DIVIDENDO;- ;1
12;14/01/2013;1,3700;DIVIDENDO;- ;1
13;26/04/2012;1,3700;DIVIDENDO;- ;1
14;31/01/2012;1,3700;DIVIDENDO;- ;1
15;24/11/2010;2,7500;DIVIDENDO;- ;1
16;29/03/2010;1,2320;DIVIDENDO;- ;1
17;30/03/2009;2,7500;DIVIDENDO;- ;1
18;28/02/2008;1,1700;DIVIDENDO;- ;1
19;03/09/2007;1,6500;DIVIDENDO;- ;1
20;28/03/2007;0,8185;DIVIDENDO;- ;1
21;29/08/2006;0,5610;DIVIDENDO;- ;1
22;17/02/2006;1,6500;DIVIDENDO;- ;1
23;11/08/2005;0,9700;DIVIDENDO;- ;1
24;14/03/2005;1,4300;DIVIDENDO;- ;1
25;26/11/2004;1,4300;DIVIDENDO;- ;1
26;09/03/2004;0,8600;DIVIDENDO;- ;1
27;21/11/2003;0,8600;DIVIDENDO;- ;1
28;13/03/2003;0,6600;DIVIDENDO;- ;1
29;02/09/2002;0,3300;DIVIDENDO;- ;1
30;27/03/2002;0,6600;DIVIDENDO;- ;1
31;19/03/2001;0,4290;DIVIDENDO;- ;1
32;14/03/2000;0,2750;DIVIDENDO;- ;1
33;26/03/1999;0,4100;DIVIDENDO;- ;1
34;18/03/1998;0,3500;DIVIDENDO;- ;1
35;15/09/1997;0,2000;DIVIDENDO;- ;1
36;14/03/1997;0,4000;DIVIDENDO;- ;1
37;26/08/1996;0,4000;DIVIDENDO;- ;1
