;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;22/07/2021;0,0121;JRS CAP PROPRIO;02/08/2021 ;1;BIDI4
1;19/03/2021;0,0136;JRS CAP PROPRIO;30/03/2021 ;1;BIDI4
2;27/07/2020;0,0106;JRS CAP PROPRIO;20/08/2020 ;1;BIDI4
3;03/07/2020;0,0231;JRS CAP PROPRIO;20/08/2020 ;1;BIDI4
4;31/03/2020;0,0231;JRS CAP PROPRIO;08/04/2020 ;1;BIDI4
5;27/12/2019;0,0182;JRS CAP PROPRIO;08/01/2020 ;1;BIDI4
6;30/09/2019;0,0182;JRS CAP PROPRIO;08/10/2019 ;1;BIDI4
7;27/06/2019;0,1262;JRS CAP PROPRIO;05/07/2019 ;1;BIDI4
8;25/03/2019;0,1265;JRS CAP PROPRIO;04/04/2019 ;1;BIDI4
9;28/12/2018;0,0905;JRS CAP PROPRIO;15/01/2019 ;1;BIDI4
10;28/09/2018;0,0917;JRS CAP PROPRIO;16/10/2018 ;1;BIDI4
11;29/06/2018;0,1187;JRS CAP PROPRIO;15/08/2018 ;1;BIDI4
