;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;05/05/2021;1,7011;JRS CAP PROPRIO;15/06/2021 ;1
1;05/05/2021;0,4758;DIVIDENDO;15/06/2021 ;1
2;30/04/2020;0,5820;DIVIDENDO;15/06/2020 ;1
3;27/06/2019;0,1296;JRS CAP PROPRIO;16/08/2019 ;1
4;28/03/2019;0,6792;JRS CAP PROPRIO;22/05/2019 ;1
5;04/12/2018;0,2522;JRS CAP PROPRIO;13/12/2018 ;1
6;02/10/2018;0,4060;JRS CAP PROPRIO;27/11/2018 ;1
7;03/05/2018;0,2646;JRS CAP PROPRIO;12/06/2018 ;1
8;29/03/2018;0,3219;JRS CAP PROPRIO;25/05/2018 ;1
9;06/12/2017;0,2864;JRS CAP PROPRIO;- ;1
10;27/04/2016;0,0137;DIVIDENDO;- ;1
11;30/10/2015;0,1364;DIVIDENDO;- ;1
12;28/07/2015;0,1364;DIVIDENDO;- ;1
13;18/05/2015;0,1364;Dividendo;- ;1
14;24/04/2015;0,6890;Dividendo;- ;1
15;10/11/2014;0,1273;DIVIDENDO;- ;1
16;01/08/2014;0,1273;DIVIDENDO;- ;1
17;05/05/2014;0,1273;DIVIDENDO;- ;1
18;16/04/2014;0,5354;DIVIDENDO;- ;1
19;25/10/2013;0,1182;DIVIDENDO;- ;1
20;31/07/2013;0,1182;DIVIDENDO;- ;1
21;03/05/2013;0,1182;DIVIDENDO;- ;1
22;17/04/2013;0,5937;DIVIDENDO;- ;1
23;12/11/2012;0,1000;DIVIDENDO;- ;1
24;31/07/2012;0,1000;DIVIDENDO;- ;1
25;11/06/2012;0,1000;DIVIDENDO;- ;1
26;27/04/2012;0,3730;DIVIDENDO;- ;1
27;14/11/2011;0,0818;DIVIDENDO;- ;1
28;01/08/2011;0,0818;DIVIDENDO;- ;1
29;19/05/2011;0,0818;DIVIDENDO;- ;1
30;31/03/2011;0,4095;DIVIDENDO;- ;1
31;17/11/2010;0,0727;DIVIDENDO;- ;1
32;03/08/2010;0,0727;DIVIDENDO;- ;1
33;17/05/2010;0,0727;DIVIDENDO;- ;1
34;29/04/2010;0,3579;DIVIDENDO;- ;1
35;18/11/2009;0,0600;DIVIDENDO;- ;1
36;11/08/2009;0,1233;DIVIDENDO;- ;1
37;30/04/2009;0,2490;DIVIDENDO;- ;1
38;30/04/2008;0,2080;DIVIDENDO;- ;1
39;30/04/2007;0,1690;DIVIDENDO;- ;1000
40;27/04/2006;0,5169;DIVIDENDO;- ;1000
41;29/04/2005;0,7514;DIVIDENDO;- ;1000
42;30/04/2004;0,4626;DIVIDENDO;- ;1000
43;30/04/2003;0,5252;DIVIDENDO;- ;1000
44;29/04/2002;0,5375;DIVIDENDO;- ;1000
45;28/12/2000;0,5588;JRS CAP PRÓPRIO;- ;1000
46;30/11/2000;0,3731;JRS CAP PRÓPRIO;- ;1000
47;31/10/2000;0,8862;JRS CAP PRÓPRIO;- ;1000
48;13/04/2000;0,1880;DIVIDENDO;- ;1000
49;30/04/1999;0,5121;JRS CAP PRÓPRIO;- ;1000
50;30/04/1999;0,0642;DIVIDENDO;- ;1000
51;28/04/1998;0,4897;JRS CAP PRÓPRIO;- ;1000
52;28/04/1998;0,0453;DIVIDENDO;- ;1000
53;28/04/1997;0,4337;DIVIDENDO;- ;1000
54;09/04/1996;0,3100;DIVIDENDO;- ;1000
