;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/11/2021;0,0177;JRS CAP PROPRIO;03/01/2022 ;1
1;19/11/2021;0,2646;JRS CAP PROPRIO;30/04/2022 ;1
2;29/10/2021;0,0177;JRS CAP PROPRIO;01/12/2021 ;1
3;30/09/2021;0,0150;DIVIDENDO;01/11/2021 ;1
4;31/08/2021;0,0150;DIVIDENDO;01/10/2021 ;1
5;13/08/2021;0,1038;JRS CAP PROPRIO;26/08/2021 ;1
6;30/07/2021;0,0150;DIVIDENDO;01/09/2021 ;1
7;30/06/2021;0,0150;DIVIDENDO;02/08/2021 ;1
8;31/05/2021;0,0150;DIVIDENDO;01/07/2021 ;1
9;24/05/2021;0,0487;JRS CAP PROPRIO;31/12/2021 ;1
10;30/04/2021;0,0150;DIVIDENDO;01/06/2021 ;1
11;27/04/2021;0,0565;JRS CAP PROPRIO;31/12/2021 ;1
12;31/03/2021;0,0150;DIVIDENDO;03/05/2021 ;1
13;25/03/2021;0,0506;JRS CAP PROPRIO;31/12/2021 ;1
14;26/02/2021;0,0150;DIVIDENDO;01/04/2021 ;1
15;25/02/2021;0,0506;JRS CAP PROPRIO;12/03/2021 ;1
16;25/02/2021;0,0964;DIVIDENDO;12/03/2021 ;1
17;29/01/2021;0,0150;DIVIDENDO;01/03/2021 ;1
18;22/01/2021;0,0502;JRS CAP PROPRIO;12/03/2021 ;1
19;30/12/2020;0,0150;DIVIDENDO;01/02/2021 ;1
20;10/12/2020;0,0640;JRS CAP PROPRIO;12/03/2021 ;1
21;30/11/2020;0,0150;DIVIDENDO;04/01/2021 ;1
22;30/10/2020;0,0150;DIVIDENDO;01/12/2020 ;1
23;30/09/2020;0,0150;DIVIDENDO;03/11/2020 ;1
24;31/08/2020;0,0150;DIVIDENDO;01/10/2020 ;1
25;17/08/2020;0,0529;JRS CAP PROPRIO;26/08/2020 ;1
26;31/07/2020;0,0150;DIVIDENDO;01/09/2020 ;1
27;30/06/2020;0,0150;DIVIDENDO;03/08/2020 ;1
28;29/05/2020;0,0150;DIVIDENDO;01/07/2020 ;1
29;30/04/2020;0,0150;DIVIDENDO;01/06/2020 ;1
30;31/03/2020;0,0150;DIVIDENDO;04/05/2020 ;1
31;28/02/2020;0,0150;DIVIDENDO;01/04/2020 ;1
32;20/02/2020;0,5235;JRS CAP PROPRIO;06/03/2020 ;1
33;20/02/2020;0,4832;DIVIDENDO;06/03/2020 ;1
34;31/01/2020;0,0150;DIVIDENDO;02/03/2020 ;1
35;30/12/2019;0,0150;DIVIDENDO;03/02/2020 ;1
36;12/12/2019;0,0376;JRS CAP PROPRIO;30/04/2020 ;1
37;29/11/2019;0,0150;DIVIDENDO;02/01/2020 ;1
38;31/10/2019;0,0150;DIVIDENDO;02/12/2019 ;1
39;30/09/2019;0,0150;DIVIDENDO;01/11/2019 ;1
40;30/08/2019;0,0150;DIVIDENDO;01/10/2019 ;1
41;15/08/2019;0,7869;DIVIDENDO;23/08/2019 ;1
42;31/07/2019;0,0150;DIVIDENDO;02/09/2019 ;1
43;28/06/2019;0,0150;DIVIDENDO;01/08/2019 ;1
44;31/05/2019;0,0150;DIVIDENDO;01/07/2019 ;1
45;30/04/2019;0,0150;DIVIDENDO;03/06/2019 ;1
46;29/03/2019;0,0150;DIVIDENDO;02/05/2019 ;1
47;28/02/2019;0,0150;DIVIDENDO;01/04/2019 ;1
48;21/02/2019;0,7494;JRS CAP PROPRIO;07/03/2019 ;1
49;21/02/2019;1,0507;DIVIDENDO;07/03/2019 ;1
50;31/01/2019;0,0150;DIVIDENDO;01/03/2019 ;1
51;28/12/2018;0,0150;DIVIDENDO;01/02/2019 ;1
52;17/12/2018;0,0106;JRS CAP PROPRIO;30/04/2019 ;1
53;30/11/2018;0,0150;DIVIDENDO;02/01/2019 ;1
54;31/10/2018;0,0150;DIVIDENDO;03/12/2018 ;1
55;28/09/2018;0,0150;DIVIDENDO;01/11/2018 ;1
56;31/08/2018;0,0150;DIVIDENDO;01/10/2018 ;1
57;17/08/2018;0,1252;JRS CAP PROPRIO;30/08/2018 ;1
58;17/08/2018;0,6240;DIVIDENDO;30/08/2018 ;1
59;31/07/2018;0,0150;DIVIDENDO;03/09/2018 ;1
60;29/06/2018;0,0150;DIVIDENDO;01/08/2018 ;1
61;30/05/2018;0,0150;DIVIDENDO;02/07/2018 ;1
62;30/04/2018;0,0150;DIVIDENDO;01/06/2018 ;1
63;29/03/2018;0,0150;DIVIDENDO;02/05/2018 ;1
64;28/02/2018;0,0150;DIVIDENDO;02/04/2018 ;1
65;15/02/2018;1,1488;JRS CAP PROPRIO;07/03/2018 ;1
66;15/02/2018;0,9638;DIVIDENDO;07/03/2018 ;1
67;15/02/2018;0,1304;DIVIDENDO;07/03/2018 ;1
68;31/01/2018;0,0150;DIVIDENDO;01/03/2018 ;1
69;28/12/2017;0,0150;DIVIDENDO;- ;1
70;14/12/2017;0,1445;JRS CAP PROPRIO;- ;1
71;30/11/2017;0,0150;DIVIDENDO;- ;1
72;31/10/2017;0,0150;DIVIDENDO;- ;1
73;29/09/2017;0,0150;DIVIDENDO;- ;1
74;31/08/2017;0,0150;DIVIDENDO;- ;1
75;14/08/2017;0,3990;JRS CAP PROPRIO;- ;1
76;31/07/2017;0,0150;DIVIDENDO;- ;1
77;30/06/2017;0,0150;DIVIDENDO;- ;1
78;31/05/2017;0,0150;DIVIDENDO;- ;1
79;28/04/2017;0,0150;DIVIDENDO;- ;1
80;31/03/2017;0,0150;DIVIDENDO;- ;1
81;24/02/2017;0,0150;DIVIDENDO;- ;1
82;20/02/2017;0,7754;JRS CAP PROPRIO;- ;1
83;31/01/2017;0,0150;DIVIDENDO;- ;1
84;29/12/2016;0,0150;DIVIDENDO;- ;1
85;22/12/2016;0,4714;JRS CAP PROPRIO;- ;1
86;30/11/2016;0,0150;DIVIDENDO;- ;1
87;31/10/2016;0,0150;DIVIDENDO;- ;1
88;30/09/2016;0,0150;DIVIDENDO;- ;1
89;31/08/2016;0,0150;DIVIDENDO;- ;1
90;12/08/2016;0,3990;JRS CAP PROPRIO;- ;1
91;29/07/2016;0,0150;DIVIDENDO;- ;1
92;30/06/2016;0,0150;DIVIDENDO;- ;1
93;31/05/2016;0,0150;DIVIDENDO MENSAL;- ;1
94;29/04/2016;0,0150;DIVIDENDO MENSAL;- ;1
95;31/03/2016;0,0150;DIVIDENDO MENSAL;- ;1
96;29/02/2016;0,0150;DIVIDENDO MENSAL;- ;1
97;18/02/2016;0,4564;JUROS;- ;1
98;18/02/2016;0,1980;DIVIDENDO;- ;1
99;29/01/2016;0,0150;DIVIDENDO MENSAL;- ;1
100;30/12/2015;0,0150;DIVIDENDO MENSAL;- ;1
101;09/12/2015;0,2090;JUROS;- ;1
102;30/11/2015;0,0150;DIVIDENDO MENSAL;- ;1
103;30/10/2015;0,0150;DIVIDENDO MENSAL;- ;1
104;30/09/2015;0,0150;DIVIDENDO MENSAL;- ;1
105;31/08/2015;0,0150;DIVIDENDO MENSAL;- ;1
106;12/08/2015;0,3460;JUROS;- ;1
107;31/07/2015;0,0150;DIVIDENDO MENSAL;- ;1
108;30/06/2015;0,0150;DIVIDENDO MENSAL;- ;1
109;29/05/2015;0,0150;Dividendo mensal;- ;1
110;30/04/2015;0,0150;Dividendo mensal;- ;1
111;31/03/2015;0,0150;Dividendo mensal;- ;1
112;27/02/2015;0,0150;Dividendo mensal;- ;1
