;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;19/11/2019;0,0047;DIVIDENDO;29/11/2019 ;1
1;20/08/2019;0,0337;DIVIDENDO;29/08/2019 ;1
2;21/05/2019;0,0555;DIVIDENDO;30/05/2019 ;1
3;04/04/2019;0,0264;DIVIDENDO;15/04/2019 ;1
4;16/11/2018;0,0812;DIVIDENDO;27/11/2018 ;1
5;20/08/2018;0,1092;DIVIDENDO;29/08/2018 ;1
6;17/05/2018;0,1108;DIVIDENDO;28/05/2018 ;1
7;22/03/2018;0,0905;DIVIDENDO;03/04/2018 ;1
8;16/11/2017;0,1045;DIVIDENDO;- ;1
9;17/08/2017;0,1278;DIVIDENDO;- ;1
10;18/05/2017;0,1155;DIVIDENDO;- ;1
11;28/03/2017;0,0773;DIVIDENDO;- ;1
12;16/11/2016;0,0754;DIVIDENDO;- ;1
13;17/08/2016;0,1067;DIVIDENDO;- ;1
14;12/05/2016;0,1232;DIVIDENDO;- ;1
15;15/03/2016;0,0434;DIVIDENDO;- ;1
16;12/11/2015;0,0460;DIVIDENDO;- ;1
17;12/08/2015;0,0611;DIVIDENDO;- ;1
18;12/05/2015;0,0544;Dividendo;- ;1
19;03/07/2014;1,1172;DIVIDENDO;- ;1
20;03/07/2014;0,6815;DIVIDENDO;- ;1
21;13/05/2014;0,2432;DIVIDENDO;- ;1
22;18/03/2014;0,1034;DIVIDENDO;- ;1
23;07/11/2013;0,1136;DIVIDENDO;- ;1
24;08/08/2013;0,0883;DIVIDENDO;- ;1
25;14/05/2013;0,1527;DIVIDENDO;- ;1
26;19/04/2013;0,0567;DIVIDENDO;- ;1
27;20/03/2013;0,1672;DIVIDENDO;- ;1
28;25/06/2009;0,0565;DIVIDENDO;- ;1
29;03/04/2009;0,0607;DIVIDENDO;- ;1
