;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;08/12/2021;7,5391;DIVIDENDO;20/12/2021 ;1
1;03/10/2019;0,8386;DIVIDENDO;- ;1
2;30/04/2018;1,8857;DIVIDENDO;10/05/2018 ;1
3;01/12/2017;1,2567;DIVIDENDO;- ;1
4;03/10/2016;1,2572;DIVIDENDO;- ;1
5;06/04/2016;1,2567;DIVIDENDO;- ;1
6;09/04/2015;0,6063;Dividendo;- ;1
7;09/04/2014;0,6062;DIVIDENDO;- ;1
8;27/04/2012;0,6051;DIVIDENDO;- ;1
9;29/04/2011;0,8332;DIVIDENDO;- ;1
10;26/03/2008;0,6446;DIVIDENDO;- ;1
11;07/04/2006;0,1543;DIVIDENDO;- ;1
12;29/12/2005;0,7461;JRS CAP PRÓPRIO;- ;1
13;31/03/2005;1,1312;DIVIDENDO;- ;1000
14;30/12/2004;1,1245;JRS CAP PRÓPRIO;- ;1000
15;12/11/2001;11,5000;DIVIDENDO;- ;1000
16;03/08/2001;11,5000;DIVIDENDO;- ;1000
17;04/05/2001;11,5000;DIVIDENDO;- ;1000
18;05/02/2001;17,2000;DIVIDENDO;- ;1000
19;06/11/2000;17,2000;DIVIDENDO;- ;1000
20;07/08/2000;17,2000;DIVIDENDO;- ;1000
21;08/05/2000;17,2000;DIVIDENDO;- ;1000
22;07/02/2000;17,2000;DIVIDENDO;- ;1000
23;01/11/1999;10,4000;DIVIDENDO;- ;1000
24;02/08/1999;10,4000;DIVIDENDO;- ;1000
25;28/04/1999;10,4000;DIVIDENDO;- ;1000
26;27/01/1999;10,2000;DIVIDENDO;- ;1000
27;22/10/1998;10,3000;DIVIDENDO;- ;1000
28;22/07/1998;10,7000;DIVIDENDO;- ;1000
29;22/04/1998;10,4000;DIVIDENDO;- ;1000
30;27/01/1998;12,5000;DIVIDENDO;- ;1000
31;22/10/1997;12,8000;DIVIDENDO;- ;1000
32;23/07/1997;13,1000;DIVIDENDO;- ;1000
33;23/04/1997;5,0000;DIVIDENDO;- ;1000
34;28/01/1997;10,3000;DIVIDENDO;- ;1000
35;23/10/1996;11,1000;DIVIDENDO;- ;1000
36;24/07/1996;6,8000;DIVIDENDO;- ;1000
37;25/04/1996;13,7000;DIVIDENDO;- ;1000
38;31/01/1996;7,2900;DIVIDENDO;- ;1000
39;31/01/1996;6,9100;DIVIDENDO;- ;1000
