;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;25/11/2021;0,1600;DIVIDENDO;14/12/2021 ;1;EQPA3
1;24/08/2021;0,1500;DIVIDENDO;30/09/2021 ;1;EQPA3
2;29/04/2021;0,1000;DIVIDENDO;14/05/2021 ;1;EQPA3
3;15/12/2020;0,0300;DIVIDENDO;23/12/2020 ;1;EQPA3
4;15/12/2020;0,1700;DIVIDENDO;23/12/2020 ;1;EQPA3
5;29/05/2020;0,0800;DIVIDENDO;24/06/2020 ;1;EQPA3
6;29/04/2010;0,2776;DIVIDENDO;- ;1;EQPA3
7;30/04/2009;0,1639;DIVIDENDO;- ;1;EQPA3
8;07/04/2008;0,7770;DIVIDENDO;- ;1;EQPA3
9;21/12/2007;3,8528;DIVIDENDO;- ;1;EQPA3
10;21/12/2007;0,4081;JRS CAP PRÓPRIO;- ;1;EQPA3
11;31/08/2007;0,2150;JRS CAP PRÓPRIO;- ;1;EQPA3
12;26/04/2007;0,2218;JRS CAP PRÓPRIO;- ;1000;EQPA3
13;26/04/2007;0,0902;DIVIDENDO;- ;1000;EQPA3
14;19/04/2006;0,2170;JRS CAP PRÓPRIO;- ;1000;EQPA3
15;19/04/2006;0,0437;DIVIDENDO;- ;1000;EQPA3
16;29/04/2004;0,0755;DIVIDENDO;- ;1000;EQPA3
17;23/03/2004;0,1412;JRS CAP PRÓPRIO;- ;1000;EQPA3
18;29/05/2002;0,0623;DIVIDENDO;- ;1000;EQPA3
19;11/04/2000;0,0753;DIVIDENDO;- ;1000;EQPA3
