;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;29/04/2011;0,1678;DIVIDENDO;- ;1
1;20/12/2010;0,2345;JRS CAP PRÓPRIO;- ;1
2;14/12/2009;0,0820;JRS CAP PRÓPRIO;- ;1
3;12/12/2007;2,9538;JRS CAP PRÓPRIO;- ;1000
4;12/12/2005;1,0502;JRS CAP PRÓPRIO;- ;1000
5;07/04/2005;0,2576;DIVIDENDO;- ;1000
6;15/12/2004;3,0851;JRS CAP PRÓPRIO;- ;1000
7;15/12/2003;3,2820;JRS CAP PRÓPRIO;- ;1000
8;16/12/2002;4,2666;JRS CAP PRÓPRIO;- ;1000
9;13/12/2001;3,1507;JRS CAP PRÓPRIO;- ;1000
10;22/12/2000;0,9846;JRS CAP PRÓPRIO;- ;1000
11;17/04/2000;2,0400;DIVIDENDO;- ;1000
12;09/04/1999;0,6000;DIVIDENDO;- ;1000
13;28/04/1998;0,2000;DIVIDENDO;- ;1000
14;25/03/1997;0,5500;DIVIDENDO;- ;1000
15;29/03/1996;1,0760;DIVIDENDO;- ;1000
