;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2003-12-01;1.20339834690094;1.204006910324097;1.194400668144226;1.19650137424469;1.19650137424469;0;
1;2003-12-02;1.1961007118225098;1.2109030485153198;1.1946003437042236;1.2088974714279177;1.2088974714279177;0;1.04
2;2003-12-03;1.208999752998352;1.213003396987915;1.2077003717422483;1.2122975587844849;1.2122975587844849;0;0.28
3;2003-12-04;1.2120037078857422;1.2144027948379517;1.2043983936309814;1.2080942392349243;1.2080942392349243;0;-0.35
4;2003-12-05;1.207802414894104;1.2190959453582764;1.2065927982330322;1.2186946868896484;1.2186946868896484;0;0.88
5;2003-12-08;1.2167967557907104;1.2240052223205566;1.2154065370559692;1.2220009565353394;1.2220009565353394;0;0.27
6;2003-12-09;1.2221053838729858;1.2277017831802368;1.2197948694229126;1.2249947786331177;1.2249947786331177;0;0.24
7;2003-12-10;1.2249047756195068;1.226602554321289;1.2162047624588013;1.2190959453582764;1.2190959453582764;0;-0.48
8;2003-12-11;1.2190959453582764;1.2234959602355957;1.2122975587844849;1.2224042415618896;1.2224042415618896;0;0.27
9;2003-12-12;1.2227030992507937;1.2306026220321655;1.2212995290756226;1.2278977632522583;1.2278977632522583;0;0.45
10;2003-12-15;1.2186946868896484;1.2324985265731812;1.2178043127059937;1.2319974899291992;1.2319974899291992;0;0.33
11;2003-12-16;1.2314057350158691;1.2358952760696411;1.2304966449737549;1.2321947813034058;1.2321947813034058;0;0.02
12;2003-12-17;1.2319974899291992;1.242004632949829;1.229997158050537;1.2402024269104004;1.2402024269104004;0;0.65
13;2003-12-18;1.2402024269104004;1.2441989183425903;1.2365983724594116;1.2422977685928345;1.2422977685928345;0;0.17
14;2003-12-19;1.2422051429748535;1.2435026168823242;1.235101580619812;1.2384973764419556;1.2384973764419556;0;-0.31
15;2003-12-22;1.235696792602539;1.244601488113403;1.235696792602539;1.2398948669433594;1.2398948669433594;0;0.11
16;2003-12-23;1.2398948669433594;1.2672022581100464;1.2388043403625488;1.2400025129318235;1.2400025129318235;0;0.01
17;2003-12-24;1.240094780921936;1.2471938133239746;1.2400025129318235;1.245298981666565;1.245298981666565;0;0.43
18;2003-12-25;1.2457022666931152;1.247007131576538;1.244307279586792;1.244802951812744;1.244802951812744;0;-0.04
19;2003-12-26;1.245004415512085;1.2471004724502563;1.242699146270752;1.243193507194519;1.243193507194519;0;-0.13
20;2003-12-29;1.2433944940567017;1.2507973909378052;1.242992639541626;1.2483927011489868;1.2483927011489868;0;0.42
21;2003-12-30;1.2485953569412231;1.25629723072052;1.248299241065979;1.2548940181732178;1.2548940181732178;0;0.52
22;2003-12-31;1.2550044059753418;1.2648941278457642;1.253007173538208;1.259001851081848;1.259001851081848;0;0.33
23;2004-01-01;1.259001851081848;1.2607955932617188;1.2473959922790527;1.2581939697265625;1.2581939697265625;0;-0.06
24;2004-01-02;1.2581939697265625;1.2628016471862793;1.2526932954788208;1.2581939697265625;1.2581939697265625;0;0.0
25;2004-01-05;1.2639029026031494;1.2694060802459717;1.2636953592300415;1.2686975002288818;1.2686975002288818;0;0.83
26;2004-01-06;1.2689067125320437;1.2808033227920532;1.2672022581100464;1.2721028327941897;1.2721028327941897;0;0.27
27;2004-01-07;1.272394061088562;1.2739989757537842;1.2624987363815308;1.2640947103500366;1.2640947103500366;0;-0.63
28;2004-01-08;1.2640947103500366;1.2787070274353027;1.256502389907837;1.2774981260299685;1.2774981260299685;0;1.06
29;2004-01-09;1.2774981260299685;1.2867032289505005;1.2712942361831665;1.2858924865722656;1.2858924865722656;0;0.66
30;2004-01-12;1.2848020792007446;1.289706826210022;1.2738043069839478;1.2740962505340576;1.2740962505340576;0;-0.92
31;2004-01-13;1.2744048833847046;1.2797051668167114;1.2718924283981323;1.278592586517334;1.278592586517334;0;0.35
32;2004-01-14;1.278805136680603;1.278805136680603;1.2406023740768433;1.2651021480560305;1.2651021480560305;0;-1.06
33;2004-01-15;1.2655985355377195;1.2671059370040894;1.256897211074829;1.260096549987793;1.260096549987793;0;-0.4
34;2004-01-16;1.260001301765442;1.2610021829605105;1.2363996505737305;1.239802598953247;1.239802598953247;0;-1.61
35;2004-01-19;1.2386969327926636;1.2424057722091677;1.2340041399002075;1.235406756401062;1.235406756401062;0;-0.35
36;2004-01-20;1.235101580619812;1.2602077722549438;1.234994888305664;1.2589067220687866;1.2589067220687866;0;1.9
37;2004-01-21;1.25809907913208;1.266993522644043;1.2565971612930298;1.2659028768539429;1.2659028768539429;0;0.56
38;2004-01-22;1.265806794166565;1.2748922109603882;1.2644941806793213;1.2725075483322144;1.2725075483322144;0;0.52
39;2004-01-23;1.272394061088562;1.2775959968566897;1.2570078372955322;1.2583048343658447;1.2583048343658447;0;-1.12
40;2004-01-26;1.2574979066848757;1.2610976696014404;1.2461059093475342;1.2487980127334597;1.2487980127334597;0;-0.76
41;2004-01-27;1.2485953569412231;1.2659990787506104;1.244694471359253;1.2636953592300415;1.2636953592300415;0;1.19
42;2004-01-28;1.2634079456329346;1.2643983364105225;1.242004632949829;1.2441989183425903;1.2441989183425903;0;-1.54
43;2004-01-29;1.2441060543060305;1.2526932954788208;1.2371032238006592;1.2410026788711548;1.2410026788711548;0;-0.26
44;2004-01-30;1.2410026788711548;1.2485017776489258;1.235498309135437;1.2468050718307495;1.2468050718307495;0;0.47
45;2004-02-02;1.2475982904434204;1.2482056617736816;1.23960280418396;1.2433016300201416;1.2433016300201416;0;-0.28
46;2004-02-03;1.2537927627563477;1.2561078071594238;1.250500202178955;1.2534940242767334;1.2534940242767334;0;0.82
47;2004-02-04;1.2545949220657349;1.2561078071594238;1.250500202178955;1.2539970874786377;1.2539970874786377;0;0.04
48;2004-02-05;1.2537927627563477;1.263599514961243;1.2523951530456543;1.2571974992752075;1.2571974992752075;0;0.26
49;2004-02-06;1.2570078372955322;1.2726045846939087;1.2518935203552246;1.2700024843215942;1.2700024843215942;0;1.02
50;2004-02-09;1.2655024528503418;1.2757054567337036;1.2655024528503418;1.2694060802459717;1.2694060802459717;0;-0.05
51;2004-02-10;1.269293189048767;1.2787070274353027;1.26739501953125;1.26850426197052;1.26850426197052;0;-0.07
52;2004-02-11;1.268295168876648;1.284703016281128;1.265806794166565;1.2830052375793457;1.2830052375793457;0;1.14
53;2004-02-12;1.2833017110824585;1.284703016281128;1.279606819152832;1.2818048000335691;1.2818048000335691;0;-0.09
54;2004-02-13;1.2817062139511108;1.2889920473098757;1.2725075483322144;1.272799015045166;1.272799015045166;0;-0.7
55;2004-02-16;1.2729934453964231;1.2790013551712036;1.2721998691558838;1.2765034437179563;1.2765034437179563;0;0.29
56;2004-02-17;1.2764055728912354;1.2877968549728394;1.2763078212738037;1.2857933044433594;1.2857933044433594;0;0.73
57;2004-02-18;1.2863060235977173;1.2922067642211914;1.266592264175415;1.2725075483322144;1.2725075483322144;0;-1.03
58;2004-02-19;1.27289617061615;1.2766989469528198;1.2659990787506104;1.2757054567337036;1.2757054567337036;0;0.25
59;2004-02-20;1.2758032083511353;1.2760961055755615;1.250296950340271;1.2542015314102173;1.2542015314102173;0;-1.69
60;2004-02-23;1.2500938177108765;1.2593982219696045;1.2457022666931152;1.2571974992752075;1.2571974992752075;0;0.24
61;2004-02-24;1.2571974992752075;1.2711002826690674;1.2528972625732422;1.2677966356277466;1.2677966356277466;0;0.84
62;2004-02-25;1.2678931951522827;1.270405888557434;1.2483927011489868;1.249703288078308;1.249703288078308;0;-1.43
63;2004-02-26;1.2500938177108765;1.251799464225769;1.2396950721740725;1.244802951812744;1.244802951812744;0;-0.39
64;2004-02-27;1.244802951812744;1.2507035732269287;1.2380987405776978;1.2494065761566162;1.2494065761566162;0;0.37
65;2004-03-01;1.2539026737213137;1.2541072368621826;1.242992639541626;1.244802951812744;1.244802951812744;0;-0.37
66;2004-03-02;1.245004415512085;1.245004415512085;1.2203009128570557;1.220405101776123;1.220405101776123;0;-1.96
67;2004-03-03;1.2201966047286987;1.2220009565353394;1.20689857006073;1.2190959453582764;1.2190959453582764;0;-0.11
68;2004-03-04;1.219393253326416;1.224095106124878;1.214299559593201;1.220703125;1.220703125;0;0.13
69;2004-03-05;1.220494508743286;1.242699146270752;1.2179970741271973;1.2367972135543823;1.2367972135543823;0;1.32
70;2004-03-08;1.2365065813064575;1.242606520652771;1.2345983982086182;1.242606520652771;1.242606520652771;0;0.47
71;2004-03-09;1.242606520652771;1.246401071548462;1.228697419166565;1.2319064140319824;1.2319064140319824;0;-0.86
72;2004-03-10;1.242606520652771;1.246401071548462;1.220703125;1.2231967449188232;1.2231967449188232;0;-0.71
73;2004-03-11;1.2231967449188232;1.238006830215454;1.217404007911682;1.235101580619812;1.235101580619812;0;0.97
74;2004-03-12;1.234994888305664;1.235406756401062;1.217893362045288;1.2224042415618896;1.2224042415618896;0;-1.03
75;2004-03-15;1.2214038372039795;1.2314057350158691;1.2212995290756226;1.22720468044281;1.22720468044281;0;0.39
76;2004-03-16;1.2269035577774048;1.2371950149536133;1.2246047258377075;1.2261061668395996;1.2261061668395996;0;-0.09
77;2004-03-17;1.2260010242462158;1.2291958332061768;1.2182939052581787;1.2227030992507937;1.2227030992507937;0;-0.28
78;2004-03-18;1.2227030992507937;1.241896629333496;1.2225985527038574;1.2388964891433716;1.2388964891433716;0;1.32
79;2004-03-19;1.2386969327926636;1.2406947612762451;1.2264070510864258;1.2269035577774048;1.2269035577774048;0;-0.97
80;2004-03-22;1.2277017831802368;1.23960280418396;1.2227030992507937;1.2345983982086182;1.2345983982086182;0;0.63
81;2004-03-23;1.2345983982086182;1.236996054649353;1.2272950410842896;1.2345069646835327;1.2345069646835327;0;-0.01
82;2004-03-24;1.2345983982086182;1.236996054649353;1.2110936641693115;1.2139016389846802;1.2139016389846802;0;-1.67
83;2004-03-25;1.2140047550201416;1.219705581665039;1.210800290107727;1.2136952877044678;1.2136952877044678;0;-0.02
84;2004-03-26;1.2137985229492188;1.2210012674331665;1.208999752998352;1.212694525718689;1.212694525718689;0;-0.08
85;2004-03-29;1.2114017009735107;1.2170039415359497;1.2065054178237915;1.216604232788086;1.216604232788086;0;0.32
86;2004-03-30;1.216604232788086;1.2225985527038574;1.2155985832214355;1.2185016870498655;1.2185016870498655;0;0.16
87;2004-03-31;1.2182048559188845;1.2321947813034058;1.2175966501235962;1.231299638748169;1.231299638748169;0;1.05
88;2004-04-01;1.2311935424804688;1.2384973764419556;1.225895881652832;1.2365065813064575;1.2365065813064575;0;0.42
89;2004-04-02;1.2365983724594116;1.2371950149536133;1.210800290107727;1.2129004001617432;1.2129004001617432;0;-1.91
90;2004-04-05;1.2115044593811035;1.2126061916351318;1.1989977359771729;1.201302170753479;1.201302170753479;0;-0.96
91;2004-04-06;1.2017930746078491;1.2145946025848389;1.1988970041275024;1.213106393814087;1.213106393814087;0;0.98
92;2004-04-07;1.213003396987915;1.2197948694229126;1.2058944702148438;1.216604232788086;1.216604232788086;0;0.29
93;2004-04-08;1.216397047042847;1.2217023372650146;1.206694722175598;1.2077003717422483;1.2077003717422483;0;-0.73
94;2004-04-09;1.2079044580459597;1.2112990617752075;1.206694722175598;1.208605170249939;1.208605170249939;0;0.07
95;2004-04-12;1.2091021537780762;1.2095993757247925;1.205807089805603;1.2073066234588623;1.2073066234588623;0;-0.11
96;2004-04-13;1.2073066234588623;1.2082985639572144;1.1910008192062378;1.193801760673523;1.193801760673523;0;-1.12
97;2004-04-14;1.1935025453567505;1.1973036527633667;1.1877048015594482;1.1947003602981567;1.1947003602981567;0;0.08
98;2004-04-15;1.1946003437042236;1.1989977359771729;1.18999445438385;1.1986957788467407;1.1986957788467407;0;0.33
99;2004-04-16;1.1987963914871216;1.20480477809906;1.1931037902832031;1.2002928256988523;1.2002928256988523;0;0.13
100;2004-04-19;1.2019952535629272;1.207802414894104;1.2002928256988523;1.2006964683532717;1.2006964683532717;0;0.03
101;2004-04-20;1.1987963914871216;1.2019952535629272;1.1828020811080933;1.184805989265442;1.184805989265442;0;-1.32
102;2004-04-21;1.184805989265442;1.1911994218826294;1.182102918624878;1.1810001134872437;1.1810001134872437;0;-0.32
103;2004-04-22;1.18069326877594;1.1931037902832031;1.1791062355041504;1.1925063133239746;1.1925063133239746;0;0.97
104;2004-04-23;1.1922929286956787;1.193901538848877;1.1802055835723877;1.1850025653839111;1.1850025653839111;0;-0.63
105;2004-04-26;1.1800941228866575;1.1886931657791138;1.176498293876648;1.1861974000930786;1.1861974000930786;0;0.1
106;2004-04-27;1.1862958669662476;1.1946003437042236;1.183698058128357;1.1929045915603638;1.1929045915603638;0;0.57
107;2004-04-28;1.1931037902832031;1.194400668144226;1.1828020811080933;1.1843008995056152;1.1843008995056152;0;-0.72
108;2004-04-29;1.1843008995056152;1.1984946727752686;1.1808048486709597;1.196000576019287;1.196000576019287;0;0.99
109;2004-04-30;1.1959004402160645;1.200494647026062;1.1929045915603638;1.198293685913086;1.198293685913086;0;0.19
110;2004-05-03;1.1994003057479858;1.1998032331466677;1.1925063133239746;1.193602204322815;1.193602204322815;0;-0.39
111;2004-05-04;1.193602204322815;1.2116951942443848;1.1935025453567505;1.2105072736740112;1.2105072736740112;0;1.42
112;2004-05-05;1.2105072736740112;1.2178043127059937;1.2101995944976809;1.215894103050232;1.215894103050232;0;0.45
113;2004-05-06;1.215894103050232;1.217492938041687;1.20689857006073;1.2077003717422483;1.2077003717422483;0;-0.67
114;2004-05-07;1.207802414894104;1.2086929082870483;1.1874933242797852;1.1880011558532717;1.1880011558532717;0;-1.63
115;2004-05-10;1.189499020576477;1.189499020576477;1.1816000938415527;1.1845955848693848;1.1845955848693848;0;-0.29
116;2004-05-11;1.1845955848693848;1.189103126525879;1.1796069145202637;1.188198804855347;1.188198804855347;0;0.3
117;2004-05-12;1.1880011558532717;1.194101095199585;1.1837962865829468;1.190504550933838;1.190504550933838;0;0.19
118;2004-05-13;1.19070303440094;1.1931037902832031;1.177994966506958;1.1804006099700928;1.1804006099700928;0;-0.85
119;2004-05-14;1.1804006099700928;1.18940007686615;1.178897738456726;1.188198804855347;1.188198804855347;0;0.66
120;2004-05-17;1.189499020576477;1.2058944702148438;1.188198804855347;1.2025011777877808;1.2025011777877808;0;1.2
121;2004-05-18;1.202399969100952;1.2038040161132812;1.193602204322815;1.1945005655288696;1.1945005655288696;0;-0.67
122;2004-05-19;1.194400668144226;1.203905463218689;1.194400668144226;1.2003936767578125;1.2003936767578125;0;0.49
123;2004-05-20;1.2003936767578125;1.2014031410217283;1.1900936365127563;1.1957002878189087;1.1957002878189087;0;-0.39
124;2004-05-21;1.1959004402160645;1.206796646118164;1.1957002878189087;1.2028049230575562;1.2028049230575562;0;0.59
125;2004-05-24;1.2001056671142578;1.2025011777877808;1.193901538848877;1.199903964996338;1.199903964996338;0;-0.24
126;2004-05-25;1.1998032331466677;1.2126061916351318;1.1987963914871216;1.210097074508667;1.210097074508667;0;0.85
127;2004-05-26;1.210097074508667;1.2140047550201416;1.208795189857483;1.2110936641693115;1.2110936641693115;0;0.08
128;2004-05-27;1.2110055685043335;1.228606939315796;1.2093068361282349;1.227596402168274;1.227596402168274;0;1.36
129;2004-05-28;1.2272950410842896;1.2294074296951294;1.220703125;1.221806883811951;1.221806883811951;0;-0.47
130;2004-05-31;1.2240052223205566;1.2244998216629028;1.2182048559188845;1.2198989391326904;1.2198989391326904;0;-0.16
131;2004-06-01;1.2198989391326904;1.2264971733093262;1.2159976959228516;1.2244998216629028;1.2244998216629028;0;0.38
132;2004-06-02;1.2246047258377075;1.2304966449737549;1.2210012674331665;1.2218962907791138;1.2218962907791138;0;-0.21
133;2004-06-03;1.2218962907791138;1.2252049446105957;1.2175966501235962;1.2221053838729858;1.2221053838729858;0;0.02
134;2004-06-04;1.2218962907791138;1.229997158050537;1.218605637550354;1.2275059223175049;1.2275059223175049;0;0.44
135;2004-06-07;1.231800198554993;1.2340041399002075;1.230905532836914;1.231800198554993;1.231800198554993;0;0.35
