;Acao;Data;Hora;Descrição;Link
0;JBSS3;13/12/2021;08:05;JBS ADQUIRE GRUPO KING?S E MARCAS PREMIUM DE CHARCUTARIA ITALIANA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=925306&descTipo=IPE&CodigoInstituicao=1
1;JBSS3;01/12/2021;08:15;JBS melhora desempenho em ranking global de sustentabilidade pelo terceiro ano consecutivo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=921191&descTipo=IPE&CodigoInstituicao=1
2;JBSS3;17/11/2021;18:17;JBS INGRESSA NO MERCADO DE PROTEÍNA CULTIVADA COM INVESTIMENTO DE US$100 MILHÕES;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=918155&descTipo=IPE&CodigoInstituicao=1
3;JBSS3;16/11/2021;20:06;JBS EMITIU E PRECIFICOU US$2 BILHÕES COM MENORES TAXAS DE SUA HISTÓRIA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=917769&descTipo=IPE&CodigoInstituicao=1
4;JBSS3;10/11/2021;19:49;JBS ANUNCIA NOVOS PRESIDENTES GLOBAIS DE OPERAÇÃO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=915619&descTipo=IPE&CodigoInstituicao=1
5;JBSS3;10/11/2021;18:32;CANCELAMENTO DE AÇÕES EM TESOURARIA E NOVO PLANO DE RECOMPRA DE AÇÕES;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=915434&descTipo=IPE&CodigoInstituicao=1
6;JBSS3;05/11/2021;19:05;JBS S.A. TEM RATING ELEVADO PARA GRAU DE INVESTIMENTO PELA MOODY?S;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=913804&descTipo=IPE&CodigoInstituicao=1
7;JBSS3;03/11/2021;09:20;JBS RECEBE APROVAÇÃO FINAL PARA AQUISIÇÃO DA HUON;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=912331&descTipo=IPE&CodigoInstituicao=1
8;JBSS3;28/10/2021;18:02;JBS NOMEIA NOVOS MEMBROS INDEPENDENTES PARA O CONSELHO DE ADMINISTRAÇÃO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=910954&descTipo=IPE&CodigoInstituicao=1
9;JBSS3;15/10/2021;08:39;SWIFT PREPARED FOODS ANUNCIA ACORDO PARA AQUISIÇÃO DA SUNNYVALLEY SMOKED MEATS, INC.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=907710&descTipo=IPE&CodigoInstituicao=1
10;JBSS3;01/10/2021;09:09;BNDESPAR FORMALIZOU O CANCELAMENTO DE POTENCIAL OFERTA PÚBLICA SECUNDÁRIA DE AÇÕES;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=904626&descTipo=IPE&CodigoInstituicao=1
11;JBSS3;27/09/2021;06:42;JBS COMUNICA QUE A PILGRIM?S PRIDE CONCLUI A AQUISIÇÃO DA KERRY NA EUROPA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=903600&descTipo=IPE&CodigoInstituicao=1
